name,elevation,aspect,horizontal_distance_to_roadways,time_in,time_out
bruftzjd,0.553,0.036,0.786,750,752
pnynhrsc,0.553,0.053,0.782,156,1518
iafmqwrh,0.552,0.094,0.778,52,1103
ycyhwqqf,0.55,0.125,0.774,54,297
trjddwpq,0.547,0.139,0.77,436,440
luozrrcy,0.543,0.125,0.765,769,917
qaybxfks,0.542,0.108,0.761,598,1068
lcxfjfxe,0.54,0.131,0.757,245,633
jtbbpxdz,0.537,0.111,0.753,993,1453
pxqcjbwo,0.537,0.047,0.749,330,1062
xezgfhrc,0.535,0.078,0.745,319,1210
xrdgeivo,0.534,0.128,0.74,285,1471
mpaftkvu,0.53,0.139,0.736,57,1499
vxcbwhel,0.529,0.142,0.732,574,1697
hdzlbtll,0.527,0.153,0.728,536,970
wzqnjjgf,0.525,0.133,0.724,245,1186
vkhgapaz,0.524,0.2,0.72,213,1538
bhhtftol,0.521,0.269,0.715,708,727
gswkiuen,0.517,0.292,0.711,746,1275
surygslx,0.514,0.314,0.707,211,1617
nvstwiew,0.511,0.308,0.703,19,1683
dcyxzjgm,0.507,0.281,0.699,122,1740
prfxflvy,0.504,0.269,0.695,998,1849
bcqcdkyp,0.501,0.256,0.69,617,1314
allbvayc,0.498,0.214,0.686,742,1663
gquudldh,0.494,0.108,0.682,631,1126
qrgoikwj,0.494,0.889,0.678,56,340
niwopvap,0.499,0.858,0.674,39,453
vtyuhlup,0.502,0.875,0.67,803,1590
wsimpxnl,0.506,0.875,0.665,168,1397
qlrmqzkf,0.508,0.889,0.661,514,1480
pbgqzbni,0.509,0.922,0.657,206,773
fuxjwzxr,0.51,0.986,0.653,653,959
pdahglhe,0.51,0.108,0.649,584,1468
sgivruog,0.507,0.183,0.645,103,1399
iiownhix,0.504,0.222,0.64,407,814
qmurzuoc,0.499,0.25,0.636,19,911
evckjyrb,0.495,0.283,0.632,202,518
owkfijfl,0.492,0.331,0.628,650,1267
fzlhtxci,0.49,0.403,0.624,675,1078
wxjqrrws,0.488,0.467,0.62,848,1303
hqjlefvg,0.488,0.511,0.615,886,1001
yqdapedg,0.489,0.533,0.611,959,1234
hgjprnmj,0.49,0.542,0.607,162,1667
xujktnes,0.492,0.544,0.603,296,1661
fiyehnsk,0.493,0.561,0.599,330,1308
htzyctbs,0.496,0.575,0.595,863,1124
ksnedyvg,0.498,0.578,0.59,26,1986
injkkpzy,0.5,0.553,0.586,941,1521
xfrrmsox,0.501,0.511,0.582,197,926
vcftgadb,0.501,0.5,0.578,248,652
pybgijbh,0.501,0.503,0.574,419,1500
ohodvbub,0.501,0.5,0.57,619,772
elhvuaho,0.501,0.467,0.566,230,551
kdoqkuea,0.499,0.442,0.561,938,1048
moaztnig,0.498,0.431,0.557,304,1549
hfuasprk,0.496,0.417,0.553,863,1180
tcmvgwry,0.493,0.436,0.549,792,1086
znpedeyf,0.491,0.453,0.545,145,1801
apygmiod,0.489,0.444,0.541,5,674
cmccknnc,0.486,0.433,0.536,971,1581
noczttia,0.483,0.406,0.532,88,944
alekxnzl,0.476,0.389,0.528,427,672
vxapnjuz,0.471,0.383,0.524,329,1267
sbvkqejh,0.465,0.361,0.52,660,1816
hahrnwff,0.455,0.356,0.516,361,573
dweonsem,0.448,0.353,0.512,125,1905
rabuplts,0.443,0.875,0.508,983,1619
fwphfont,0.448,0.853,0.503,795,1748
lgvmnmpg,0.457,0.9,0.499,533,1730
mfixvege,0.46,0.986,0.495,505,1484
pepaqhod,0.458,0.986,0.491,819,1809
fdovtcdj,0.461,0.925,0.487,246,1323
ombpkcel,0.466,0.953,0.483,94,300
otrgavsn,0.466,0.964,0.479,338,1060
lorlzcus,0.47,0.972,0.475,286,1294
vnovfvup,0.468,0.017,0.47,41,1192
lhlojgzv,0.468,0.931,0.466,907,996
slmsaesj,0.471,0.917,0.462,77,1281
ioyovddk,0.473,0.942,0.458,69,304
fsdfrdyp,0.475,0.969,0.454,387,1178
fzmagxnf,0.475,0.0,0.45,405,1257
pjpsztkc,0.475,0.094,0.446,914,1793
zxieodms,0.473,0.092,0.442,181,1331
avakrzir,0.473,0.975,0.438,819,1633
pghcuszm,0.473,0.136,0.433,645,1148
glygeyhr,0.468,0.125,0.429,380,591
vqxttinq,0.47,0.95,0.425,818,1054
lculnwah,0.47,0.233,0.421,328,457
igodhclz,0.466,0.283,0.417,587,1969
wqwiqfic,0.465,0.292,0.413,705,1092
dxfhmkjx,0.46,0.289,0.409,849,1211
swomupow,0.46,0.625,0.405,146,1387
caxvbozw,0.461,0.75,0.401,141,703
yfkrjfdi,0.461,0.25,0.397,413,680
cgngodtq,0.46,0.2,0.393,124,293
igzodymi,0.458,0.05,0.389,614,652
xmndlnuh,0.458,0.094,0.384,484,625
tqsbjubx,0.457,0.192,0.38,590,1807
yzysoumb,0.457,0.206,0.376,827,850
zvdicgmu,0.453,0.172,0.372,798,1182
guoczxct,0.453,0.8,0.368,811,1671
weqyadsn,0.455,0.211,0.364,792,1664
zutpkbur,0.452,0.222,0.36,895,901
qjcxitwo,0.448,0.042,0.356,13,819
atmdpgaq,0.451,0.897,0.352,372,1278
zgbdoejp,0.45,0.05,0.348,292,411
zsncdvjo,0.449,0.097,0.344,248,741
fbmvoiym,0.447,0.133,0.34,194,1021
llmaijbz,0.446,0.167,0.336,768,1938
nwjwqipl,0.445,0.156,0.332,435,1802
pjxngzle,0.444,0.161,0.328,932,1338
sjjoyzer,0.441,0.211,0.324,110,1139
ffkzhwlq,0.439,0.261,0.32,2,482
eaaaknmv,0.436,0.275,0.316,500,653
gaomrpyk,0.434,0.264,0.312,961,1125
zkpclmhu,0.434,0.269,0.308,794,1770
mknvgrpe,0.431,0.3,0.304,367,972
znnjxoeh,0.427,0.322,0.3,87,93
tfywsbri,0.423,0.317,0.296,439,1805
hgozovsw,0.418,0.314,0.292,1000,1419
hqmhygsm,0.418,0.925,0.288,159,1382
mmggzouh,0.419,0.911,0.284,816,1802
tzgaqczt,0.421,0.953,0.28,118,1174
jarncsvm,0.421,0.933,0.276,9,990
llitbzen,0.425,0.883,0.272,609,1241
yegiduys,0.427,0.942,0.269,482,692
mlznikyl,0.427,0.006,0.265,790,1958
qubetibn,0.428,0.094,0.261,277,1900
kmuhrrmb,0.426,0.175,0.257,554,1368
gembdzcp,0.424,0.147,0.253,937,1778
jjctglkk,0.421,0.114,0.249,330,494
aatrefcd,0.419,0.125,0.245,390,1552
rwyqmrnf,0.416,0.114,0.241,134,1323
aouszhgj,0.417,0.1,0.238,21,844
xmovhfom,0.414,0.131,0.234,376,804
cyoyelqq,0.413,0.131,0.23,246,778
rvvwwhkl,0.411,0.222,0.226,291,1424
klmpeqow,0.409,0.244,0.222,720,806
fccqbfam,0.408,0.942,0.219,308,1590
zsiomvvw,0.41,0.058,0.215,510,1639
xuwemyhs,0.407,0.158,0.211,891,950
jaukiyrt,0.404,0.125,0.208,854,1466
rlpipqil,0.404,0.103,0.204,775,1062
udkmbrjv,0.401,0.119,0.2,834,1196
mrvosvif,0.399,0.078,0.197,95,1363
othpurus,0.399,0.969,0.193,979,1366
rwgwfglb,0.4,0.964,0.189,593,1425
qbfhhjqa,0.4,0.017,0.186,702,1422
esojxrpi,0.4,0.989,0.182,752,1611
zmsbxvdm,0.4,0.011,0.179,425,1644
byaplkyy,0.399,0.072,0.175,679,863
ocikjdur,0.398,0.083,0.172,433,1544
oxzljgdw,0.397,0.083,0.169,243,1183
hulmxepa,0.397,0.203,0.165,523,1652
farrawkk,0.394,0.219,0.162,380,1305
cjjkqdrc,0.391,0.181,0.159,55,829
fuxydgqi,0.389,0.15,0.155,116,605
qqbpyafg,0.387,0.119,0.152,616,1955
vmgnwahy,0.385,0.069,0.149,961,982
nziorxjw,0.385,0.047,0.146,118,251
tstjolxh,0.384,0.081,0.143,908,1647
innznkkw,0.382,0.083,0.14,469,1611
pcdxounn,0.381,0.908,0.137,299,1962
dmgxjkvr,0.383,0.95,0.134,54,1619
xesjelcs,0.383,0.114,0.132,234,1272
kcltxsmg,0.38,0.133,0.129,3,1854
hesuuvje,0.378,0.153,0.126,32,1177
glnkgfoi,0.376,0.175,0.124,620,1683
kbpdxyiy,0.376,0.292,0.122,173,617
qswvqdcx,0.374,0.314,0.119,709,1321
zhbgsujk,0.373,0.278,0.117,598,1911
pvrucrsc,0.372,0.15,0.115,844,1632
rcryehpn,0.371,0.1,0.113,254,667
meameree,0.371,0.147,0.111,795,1014
aululzsq,0.369,0.169,0.11,229,467
vurjowto,0.369,0.125,0.108,223,425
ussniqzf,0.368,0.078,0.107,792,1347
fmygjbcc,0.367,0.142,0.105,333,641
aqeqnunu,0.365,0.219,0.104,77,1354
jrucysxv,0.363,0.294,0.103,81,1135
sustvmaz,0.364,0.325,0.103,851,1687
youufclq,0.363,0.236,0.102,318,1836
wgvuaivt,0.361,0.186,0.101,975,1869
kzpgxruf,0.324,0.936,0.143,313,1518
cwnnroli,0.327,0.014,0.139,781,1865
pyzabemx,0.323,0.111,0.135,654,1983
logjfpkh,0.319,0.108,0.131,305,1883
sjqthypj,0.316,0.05,0.126,433,1818
odxurdet,0.317,0.058,0.122,65,1406
cxmtayyb,0.314,0.086,0.118,294,1399
wccfpajw,0.312,0.05,0.114,909,1686
koouwxsg,0.609,0.35,0.954,173,273
rklwiyle,0.607,0.35,0.95,271,1850
ubvrkwmz,0.604,0.319,0.946,126,835
acygyogc,0.599,0.292,0.942,113,1328
ipmnchmz,0.594,0.286,0.937,693,1881
eontkroy,0.593,0.264,0.933,478,1061
exzsmbio,0.589,0.236,0.929,958,1435
heujpjtt,0.589,0.194,0.925,80,1184
hgovrzpa,0.584,0.15,0.921,749,1265
whznfhok,0.583,0.122,0.917,98,1208
kkfawgwm,0.58,0.106,0.912,133,437
xtcrayyw,0.58,0.028,0.908,404,1226
xlslcjew,0.58,0.961,0.904,970,1246
yjbilicn,0.581,0.039,0.9,848,956
ogmrajmw,0.578,0.1,0.896,498,1474
lftwiwxx,0.576,0.05,0.891,38,40
thswsvks,0.576,0.014,0.887,907,1792
tjyarwca,0.576,0.039,0.883,831,1650
davyjlaz,0.575,0.1,0.879,922,1285
tdtphqct,0.573,0.164,0.875,227,592
fktuwrui,0.571,0.186,0.871,160,1667
ukduansc,0.57,0.189,0.866,170,1527
jmzvdjhc,0.566,0.169,0.862,26,1828
oxftixgz,0.566,0.142,0.858,62,568
kjnkjakq,0.563,0.15,0.854,58,411
fshpcwda,0.56,0.119,0.85,464,1132
igzuoltv,0.558,0.0,0.845,598,744
ucrbiwfk,0.56,0.956,0.841,187,708
mqtagwir,0.56,0.9,0.837,973,1988
qgmlhqga,0.563,0.919,0.833,881,1550
tsibqfju,0.562,0.025,0.829,451,576
oqvznlbf,0.562,0.011,0.825,230,656
nsdwteml,0.562,0.989,0.82,496,1047
hwthzqip,0.562,0.0,0.816,379,1251
mkdqwype,0.562,0.053,0.812,235,1833
xyyosjdj,0.56,0.019,0.808,938,1409
dnrznong,0.562,0.011,0.804,602,1070
sutzqxjw,0.56,0.058,0.799,441,1287
gurcxhmp,0.56,0.067,0.795,449,1785
ordoltlv,0.558,0.086,0.791,733,1374
xxstoosw,0.557,0.061,0.787,503,505
sumprkhz,0.557,0.108,0.783,97,1331
lgwesoqv,0.553,0.164,0.779,212,1872
wmqqicaw,0.552,0.164,0.774,299,1248
ohblppni,0.548,0.142,0.77,729,1463
lvxhapse,0.547,0.125,0.766,868,1916
itokrtal,0.543,0.092,0.762,402,781
lgskvgxv,0.543,0.108,0.758,287,622
pgyvmnpm,0.54,0.108,0.754,744,1983
reiczezi,0.539,0.061,0.749,60,786
lxmxbfwc,0.539,0.125,0.745,268,1815
lvqhyjjx,0.537,0.203,0.741,859,878
dqhdmpxl,0.532,0.225,0.737,339,853
utiqnfvs,0.529,0.253,0.733,647,978
jbifdhbc,0.525,0.311,0.729,259,949
bhztdgvj,0.525,0.375,0.724,980,1351
kplblfin,0.524,0.344,0.72,893,994
tprfpghw,0.521,0.325,0.716,671,1095
pqcbsirz,0.512,0.319,0.708,837,1970
eswwxjsl,0.509,0.342,0.703,850,1867
hifxrhcz,0.506,0.353,0.699,508,1406
mitqwune,0.502,0.35,0.695,262,1468
kxblgaqw,0.499,0.314,0.691,78,1564
lblujvyc,0.498,0.178,0.687,359,1089
pgwxxfbe,0.498,0.875,0.679,433,782
xbohotjl,0.502,0.858,0.674,184,809
olhgjizh,0.506,0.878,0.67,502,555
ygrigzkm,0.508,0.883,0.666,677,1149
aqxqvhuj,0.51,0.892,0.662,181,1616
qeuneoiq,0.511,0.908,0.658,386,811
giwskumv,0.512,0.036,0.654,180,1580
mhazjqlx,0.511,0.225,0.649,716,1313
dtgauryu,0.508,0.253,0.645,639,1621
zteeszyj,0.504,0.264,0.641,467,608
cmxklrux,0.499,0.269,0.637,823,1033
pwkizmcz,0.495,0.281,0.633,928,1825
jqkmmdmh,0.491,0.308,0.628,322,1446
eoudleam,0.487,0.356,0.624,418,1191
jdslwvfg,0.485,0.422,0.62,211,432
ujizfbse,0.484,0.489,0.616,664,889
edtcbjqt,0.484,0.522,0.612,186,1746
tcykuldg,0.485,0.533,0.608,82,198
xhyzpzka,0.486,0.544,0.604,89,818
lhwijpig,0.488,0.564,0.599,304,1791
uiqddopl,0.491,0.581,0.595,346,1822
hjicsobi,0.494,0.583,0.591,352,1124
xoibtjih,0.496,0.561,0.587,486,1255
adqygdbh,0.497,0.511,0.583,450,735
dtyadfnk,0.497,0.475,0.579,423,579
fuwyyeyq,0.496,0.481,0.575,506,615
oxibrido,0.496,0.494,0.57,308,1000
vjzbrsyv,0.496,0.481,0.566,762,1160
yvvukdzu,0.494,0.469,0.562,710,1911
vycpzdfu,0.494,0.453,0.558,651,887
ysxgtnlp,0.491,0.425,0.554,430,906
hnygdhgp,0.488,0.428,0.55,392,933
nggsftlb,0.484,0.428,0.546,109,1614
abxqremi,0.481,0.428,0.542,293,1541
irtipags,0.478,0.433,0.537,508,1421
taetxmcq,0.475,0.417,0.533,690,1159
dbxnipon,0.468,0.411,0.529,406,554
naimedeu,0.463,0.417,0.525,822,1302
zmvapbve,0.457,0.389,0.521,393,1191
syqujqve,0.448,0.358,0.517,794,980
fthzlqpl,0.445,0.242,0.513,883,1132
cjtnogzm,0.447,0.869,0.509,548,691
stsfvdcb,0.455,0.844,0.504,609,1919
tlaxwles,0.463,0.864,0.5,18,586
tqyhzlqk,0.47,0.961,0.496,712,1269
xkclckwz,0.466,0.994,0.492,502,601
rumevklu,0.47,0.933,0.488,82,1337
yfuhvkiu,0.475,0.967,0.484,758,1177
nmowhdhi,0.473,0.994,0.48,44,256
ydrklqfi,0.475,0.017,0.475,693,1312
vwlivxma,0.471,0.033,0.471,521,890
mdaivkjg,0.473,0.936,0.467,776,1848
yengghau,0.476,0.936,0.463,272,1020
iwqjdwyc,0.476,0.972,0.459,834,1098
uccguanb,0.476,0.031,0.455,462,823
qckwcgwr,0.475,0.086,0.451,111,1575
mvzazzjy,0.475,0.136,0.447,787,1135
ubgnwhon,0.473,0.069,0.443,844,1196
mgukvxcq,0.475,0.925,0.439,782,1782
fsfftopa,0.475,0.183,0.434,229,235
hoomaulg,0.471,0.2,0.43,482,1389
fxibaimm,0.471,0.25,0.426,560,1197
gydlcquy,0.47,0.275,0.422,682,1716
zbtyines,0.465,0.261,0.418,798,1695
fplfgdzr,0.463,0.239,0.414,340,1397
jjdutibu,0.46,0.206,0.41,965,1987
shckakxr,0.46,0.0,0.406,969,1201
oobbvvfi,0.46,0.45,0.402,859,1093
jtaawjdq,0.46,0.406,0.398,499,1784
aqajzpwu,0.458,0.425,0.394,613,1532
zrkdefmk,0.46,0.625,0.39,592,1823
pewkxlhd,0.46,0.25,0.386,250,1231
ctcotxyj,0.457,0.25,0.382,328,1138
tckqdmnl,0.455,0.231,0.378,602,1049
cavmkyql,0.453,0.172,0.373,38,1045
wkxsbwlp,0.453,0.95,0.369,67,520
ezmjdoaj,0.453,0.219,0.365,90,1815
wfeucuot,0.452,0.25,0.361,584,1187
ytvgfdmf,0.448,0.875,0.357,617,1699
rrqgfoml,0.453,0.817,0.353,852,1923
nzcezqgb,0.453,0.075,0.349,494,1090
zxeaejpd,0.452,0.131,0.345,120,1107
loczplfd,0.45,0.131,0.341,872,1541
nwxazlhj,0.448,0.083,0.337,537,1951
vclknngl,0.447,0.089,0.333,354,1224
rrudlygu,0.445,0.164,0.329,795,1929
tltlvikj,0.442,0.214,0.325,334,908
hurhpvyy,0.438,0.247,0.321,221,222
lvcnqjld,0.435,0.283,0.317,924,1126
thrrkimz,0.434,0.35,0.313,836,971
qxkrcano,0.432,0.358,0.309,390,1952
zvlsjkqe,0.428,0.339,0.305,433,1907
ravyxijg,0.424,0.333,0.301,432,722
zhkvdiby,0.421,0.319,0.297,145,1636
uhhimfnl,0.417,0.281,0.294,653,1317
vnfnhbpf,0.419,0.856,0.29,825,1784
lrfmihpz,0.421,0.892,0.286,629,974
dxutyfgd,0.424,0.928,0.282,873,1620
vczbuubo,0.425,0.933,0.278,702,1541
fcwpgpjc,0.427,0.881,0.274,934,1965
rylujptn,0.429,0.911,0.27,72,1610
bbbjshne,0.428,0.286,0.266,846,1314
xjirhjeg,0.426,0.35,0.262,115,1774
elbdmaae,0.425,0.356,0.259,105,1402
mtscsimx,0.424,0.267,0.255,427,440
hxuuhnlg,0.425,0.092,0.251,289,1450
ajruuqnb,0.424,0.15,0.247,668,1256
agrboche,0.42,0.169,0.243,870,1640
jwwgullb,0.418,0.183,0.239,420,700
eiaeivjq,0.417,0.211,0.236,915,1901
ygpkjkte,0.414,0.217,0.232,466,514
kosyylwv,0.412,0.239,0.228,146,1152
wrntkyny,0.409,0.242,0.224,910,1491
ugbksupa,0.41,0.792,0.221,575,1643
pazchjjb,0.412,0.086,0.217,60,178
dzsbctdx,0.409,0.189,0.213,623,1764
hvwvappp,0.406,0.131,0.21,183,954
mowioasx,0.405,0.039,0.206,123,1129
oqajgnxg,0.405,0.081,0.202,817,1353
zpjughzw,0.403,0.108,0.199,710,1177
yqyltbka,0.401,0.011,0.195,730,822
sinpacod,0.403,0.925,0.192,586,1089
gbibxgso,0.403,0.05,0.188,69,1563
zudlgeyk,0.401,0.025,0.185,454,462
eysasnlk,0.403,0.983,0.181,33,1082
edfjropr,0.402,0.069,0.178,342,991
udmgeyko,0.401,0.131,0.175,839,1926
nsfelvcq,0.399,0.175,0.171,85,393
giwlzfkg,0.397,0.231,0.168,62,746
ttjkrgjs,0.394,0.239,0.165,725,1148
lyqiljqx,0.393,0.192,0.161,144,1289
htmceybl,0.391,0.144,0.158,167,182
hfhtmimb,0.389,0.125,0.155,161,658
ugyztkcd,0.387,0.111,0.152,367,942
tfncqrnx,0.386,0.067,0.149,589,1359
jdilwoxq,0.386,0.106,0.146,359,604
xjvpzbci,0.383,0.111,0.143,933,1627
rtkzhouk,0.383,0.925,0.14,731,1649
dftgvtln,0.385,0.939,0.138,743,1562
rovnetay,0.382,0.133,0.132,355,1929
trnfezco,0.379,0.144,0.13,18,1031
vdwjtviz,0.376,0.125,0.127,291,606
ccmcjafp,0.376,0.142,0.125,432,1454
nhphywnj,0.374,0.169,0.123,666,1388
ewtacwps,0.37,0.133,0.114,199,1069
jydwduuu,0.369,0.1,0.112,220,1331
ykspzqjx,0.37,0.025,0.111,532,1982
bsimedpi,0.37,0.178,0.109,675,1657
kpretfhf,0.367,0.211,0.108,518,863
vrklvvfo,0.364,0.194,0.107,545,1917
otfyrwbh,0.363,0.228,0.107,605,1598
rjibxjbi,0.362,0.275,0.106,837,1927
qpdaqdbw,0.362,0.272,0.106,145,1434
kbzobocp,0.36,0.244,0.106,829,1395
dpytoqix,0.329,0.092,0.125,662,1894
licbimob,0.33,0.961,0.127,705,1373
cuzunopz,0.332,0.989,0.13,45,1774
bgynkcxv,0.331,0.022,0.132,697,1975
sxffkcne,0.331,0.047,0.135,828,1989
dddlmbee,0.328,0.075,0.138,807,1085
hfmwkump,0.326,0.008,0.14,470,692
hrfeqctu,0.328,0.939,0.143,757,1746
hhhszlgb,0.331,0.953,0.146,807,1297
ergzzatn,0.332,0.05,0.149,703,1352
akztdxca,0.328,0.067,0.148,29,474
tadsqnhc,0.328,0.942,0.143,484,1385
qpbfibrz,0.332,0.031,0.139,704,1128
cfoxdmyc,0.328,0.156,0.135,301,549
qjmvmkrx,0.323,0.128,0.131,270,829
qearypad,0.32,0.072,0.126,948,1934
zydfqzwe,0.32,0.064,0.122,923,1690
ravftncf,0.318,0.089,0.118,836,1130
wwrkaplh,0.316,0.072,0.114,195,1872
tlwmkudy,0.607,0.319,0.955,363,619
xptifuwe,0.604,0.331,0.951,845,1229
insdgaas,0.601,0.311,0.946,169,308
ruybhhsc,0.599,0.244,0.942,667,1873
pmwbekjh,0.596,0.197,0.938,68,805
lpbeqtjd,0.594,0.158,0.934,900,1606
djaeamma,0.591,0.156,0.93,482,586
rpuaegwe,0.589,0.142,0.925,101,1445
phaiyvxx,0.588,0.106,0.921,656,723
glbwfaun,0.586,0.1,0.917,441,1029
nwekepdb,0.583,0.103,0.913,384,853
clokuygw,0.581,0.039,0.909,854,1855
giizcfjo,0.581,0.958,0.904,767,1441
pdacocre,0.583,0.036,0.9,885,1829
jdxjtxvi,0.581,0.092,0.896,730,1868
puvphjxp,0.58,0.064,0.892,130,141
qvgceeka,0.578,0.053,0.888,172,1821
xufekvun,0.578,0.078,0.884,906,1936
stvybknb,0.576,0.125,0.879,401,1430
nijiycun,0.575,0.161,0.875,969,1470
fuoemznq,0.571,0.183,0.871,302,823
mrvpxukp,0.57,0.211,0.867,884,1699
rhuqwitk,0.568,0.25,0.863,286,1895
bwbpsywl,0.566,0.269,0.859,916,1920
poxlqrti,0.565,0.186,0.854,915,1655
nkmlcsnu,0.562,0.086,0.85,872,907
kmilapcx,0.562,0.0,0.846,647,1688
krbdatkb,0.562,0.981,0.842,326,415
qzsecite,0.562,0.936,0.838,815,1611
egwelmmo,0.563,0.936,0.833,606,1373
yvvjwptx,0.565,0.003,0.829,549,1250
mhkiazyl,0.565,0.017,0.825,752,1126
gvwrsqxr,0.565,0.0,0.821,971,1949
mvuvdhjo,0.565,0.0,0.817,181,619
ggypvozh,0.565,0.053,0.813,333,980
shghabif,0.563,0.039,0.808,495,1703
ugkrislm,0.563,0.047,0.804,904,1007
mdmvmcso,0.562,0.106,0.8,144,1310
jvcgenmd,0.56,0.075,0.796,780,1524
yqkzdecf,0.56,0.119,0.792,565,1563
zmnaybcm,0.558,0.203,0.788,549,960
subyhgdt,0.557,0.275,0.783,69,1476
bnlvxeao,0.555,0.267,0.779,729,1142
beqddasg,0.552,0.228,0.775,926,1743
ttoxtcku,0.552,0.169,0.771,710,1846
gtvscwcm,0.548,0.156,0.767,762,1412
dqhcmhbj,0.547,0.161,0.762,963,1904
xijoqfhm,0.545,0.222,0.758,565,1742
lmglkcry,0.542,0.233,0.754,105,1030
fgxnculm,0.542,0.256,0.75,903,1703
gjcamhpt,0.539,0.317,0.746,241,1358
lzszdpph,0.535,0.336,0.742,711,1165
aekpoopq,0.532,0.328,0.737,654,1242
hmadrtzs,0.529,0.325,0.733,34,1889
lnsaekpe,0.525,0.347,0.729,450,1653
deiagsab,0.522,0.403,0.725,114,723
cstnnasf,0.521,0.4,0.721,321,886
gceudzax,0.517,0.375,0.717,933,1204
pxprewrq,0.514,0.356,0.712,935,1523
pzynkkqs,0.511,0.342,0.708,626,951
ftquxsno,0.506,0.358,0.704,34,916
hxnmlgor,0.502,0.375,0.7,346,1730
ztzuxkly,0.499,0.394,0.696,588,782
izguddjk,0.499,0.125,0.692,272,449
bjqhxngv,0.499,0.0,0.688,66,341
cqwdvkdz,0.499,0.956,0.683,201,319
lcikzpcr,0.501,0.894,0.679,958,1245
umadihkv,0.506,0.872,0.675,997,1420
tcpmpjur,0.508,0.894,0.671,96,222
ajzmmusd,0.51,0.9,0.667,691,1063
gfnpyrke,0.512,0.875,0.662,904,1671
dgfrlbkq,0.512,0.5,0.658,866,1148
btflliyi,0.512,0.411,0.654,753,1358
fpcozuae,0.51,0.375,0.65,389,1422
kwgowfmc,0.507,0.347,0.646,942,1771
feugaoht,0.498,0.319,0.638,812,1690
yzicbtuk,0.494,0.317,0.633,492,1559
uwvkiztn,0.489,0.328,0.629,125,224
ljdcqgql,0.485,0.353,0.625,68,657
ujcvmnqo,0.481,0.397,0.621,99,1304
fkjmasxw,0.479,0.464,0.617,63,1193
ofxwmqcf,0.479,0.508,0.613,429,490
xdrtmdrj,0.48,0.522,0.609,936,1363
gxwdrxyj,0.481,0.542,0.604,806,960
hbvohmud,0.483,0.564,0.6,800,995
rnmptosz,0.486,0.581,0.596,544,1258
txudclqu,0.489,0.583,0.592,828,1534
fhjdwoyi,0.492,0.564,0.588,106,1923
gfndlicf,0.493,0.511,0.584,162,534
udlbbxyr,0.492,0.464,0.579,893,974
rbjpnxlc,0.491,0.461,0.575,479,1860
vyevcrwg,0.489,0.483,0.571,124,1859
tnhgcrqp,0.489,0.475,0.567,992,1524
bnclmmwn,0.488,0.467,0.563,851,1367
axqkmljh,0.486,0.464,0.559,15,1330
scprmofq,0.481,0.447,0.551,262,1698
fyxmehls,0.48,0.428,0.546,669,1104
mvxfetup,0.475,0.406,0.542,918,1198
qsnmagcl,0.47,0.422,0.538,525,1401
zpqivreu,0.465,0.414,0.534,252,766
hjrxkzhu,0.457,0.414,0.53,188,241
xfidfdmw,0.452,0.422,0.526,865,1467
zpplbkav,0.448,0.364,0.522,385,1582
kgwvjyge,0.447,0.072,0.518,656,1073
gmwmskdb,0.448,0.939,0.513,814,1839
gpoyqgwl,0.452,0.883,0.509,781,1672
dftkfkov,0.46,0.839,0.505,820,1385
ymwplkkm,0.468,0.828,0.501,299,541
rngohhen,0.476,0.9,0.497,714,1750
jojuxroz,0.476,0.978,0.493,393,1003
cuuciqqr,0.478,0.936,0.489,303,990
pohhugzp,0.481,0.981,0.485,531,1503
iteoqaqp,0.48,0.025,0.481,379,1024
bauaoudt,0.48,0.044,0.476,519,1838
dhkpiuhy,0.476,0.033,0.472,362,1634
keeopaip,0.478,0.961,0.468,166,444
jnmfzdot,0.478,0.986,0.464,286,440
kmhjbcdy,0.478,0.017,0.46,436,1799
gdmrlypn,0.478,0.072,0.456,331,498
uovuzmqc,0.476,0.075,0.452,107,480
odftmcwf,0.476,0.1,0.448,275,321
mqkiynto,0.475,0.114,0.444,734,1947
wzxkyegl,0.475,0.875,0.44,682,1658
xnerstbu,0.475,0.25,0.436,531,1762
qccdvkts,0.47,0.264,0.432,166,1865
vjsklsol,0.47,0.325,0.427,325,1841
hfqhfsty,0.468,0.228,0.423,803,1545
emrhinus,0.466,0.167,0.419,158,730
wsygshtv,0.465,0.144,0.415,878,1799
rrycccqg,0.461,0.094,0.411,818,1875
hfashjkf,0.461,0.061,0.407,145,421
fezzakvd,0.46,0.175,0.403,115,1972
mizhwuqs,0.458,0.2,0.399,7,1489
ppjlvnsr,0.458,0.0,0.395,530,1059
mohenyoh,0.458,0.375,0.391,383,1587
eehpmrmf,0.458,0.336,0.387,762,1167
uqtsvlih,0.457,0.242,0.383,216,1836
ckeecmdr,0.457,0.125,0.379,126,416
nlreecql,0.455,0.1,0.375,195,709
qadfkfyk,0.455,0.0,0.371,381,441
jgpavapb,0.455,0.142,0.367,830,1828
figxjyme,0.452,0.219,0.363,750,802
vsagxlxh,0.448,0.836,0.359,538,1841
qqkgtjyq,0.453,0.75,0.355,625,1485
oaonlllo,0.453,0.344,0.351,943,1279
yjkekled,0.452,0.311,0.347,275,407
pdpktxql,0.451,0.264,0.343,675,1801
ajbzhvbx,0.449,0.228,0.339,303,1224
aeartmbj,0.45,0.269,0.335,111,1260
